,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
366,,,,1988-12-14 13:37:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,30.0,-59.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
367,,,,1988-12-27 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
368,,,,1988-12-28 23:41:00,,,,,,,4e-05,,,,,,,M5.7,5.714285714285715e-05,,,,,,,,,,,,20.0,54.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
369,,,,1989-01-18 06:37:00,,,,,,,0.0001,,,,,,,X1.4,0.00014285714285714287,,,,,,,,,,,,-31.0,67.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
370,,,,1989-04-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
371,,,,1989-04-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
372,,,,1989-05-20 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
373,,,,1989-06-20 22:12:00,,,,,,,9e-05,,,,,,,X1.2,0.00012857142857142858,,,,,,,,,,,,17.0,82.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
374,,,,1989-06-29 03:09:00,,,,,,,7e-06,,,,,,,M1.0,1e-05,,,,,,,,,,,,30.0,26.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
375,,,,1989-06-29 21:14:00,,,,,,,4e-05,,,,,,,M5.7,5.714285714285715e-05,,,,,,,,,,,,30.0,41.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
376,,,,1989-08-07 20:31:00,,,,,,,8e-05,,,,,,,X1.1,0.0001142857142857143,,,,,,,,,,,,-26.0,38.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
377,,,,1989-09-15 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
378,,,,1989-09-15 22:53:00,,,,,,,2e-05,,,,,,,M2.8,2.8571428571428574e-05,,,,,,,,,,,,23.0,24.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
379,,,,1989-09-25 13:17:00,,,,,,,1e-05,,,,,,,M1.4,1.4285714285714287e-05,,,,,,,,,,,,-27.0,47.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
380,,,,1989-11-18 16:22:00,,,,,,,0.0007,,,,,,,X10.,0.001,,,,,,,,,,,,-30.0,14.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
381,,,,1989-11-20 04:13:00,,,,,,,1e-05,,,,,,,M1.4,1.4285714285714287e-05,,,,,,,,,,,,-25.0,38.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
382,,,,1990-02-03 01:08:00,,,,,,,6.9e-05,,,,,,,M9.8,9.857142857142858e-05,,,,,,,,,,,,12.0,79.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
383,,,,1990-05-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
384,,,,1990-05-15 13:10:00,,,,,,,0.00017,,,,,,,X2.4,0.00024285714285714289,,,,,,,,,,,,42.0,-38.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
385,,,,1990-06-06 16:42:00,,,,,,,1e-05,,,,,,,M1.4,1.4285714285714287e-05,,,,,,,,,,,,-18.0,72.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
386,,,,1990-07-13 11:30:00,,,,,,,3.1e-05,,,,,,,M4.4,4.428571428571429e-05,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
387,,,,1990-08-10 18:09:00,,,,,,,7.9e-05,,,,,,,X1.1,0.00011285714285714286,,,,,,,,,,,,20.0,-72.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
388,,,,1990-08-24 08:30:00,,,,,,,2.6e-05,,,,,,,M3.7,3.7142857142857143e-05,,,,,,,,,,,,-11.0,-3.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
389,,,,1990-10-23 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
390,,,,1990-11-11 04:49:00,,,,,,,2.1e-05,,,,,,,M3.0,3e-05,,,,,,,,,,,,10.0,-18.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
391,,,,1991-01-25 06:30:00,,,,,,,0.001,,,,,,,X14.,0.0014285714285714288,,,,,,,,,,,,-16.0,-78.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
392,,,,1991-02-08 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
393,,,,1991-03-12 12:28:00,,,,,,,0.00017,,,,,,,X2.4,0.00024285714285714289,,,,,,,,,,,,-8.0,-58.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
394,,,,1991-04-01 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
395,,,,1991-04-02 23:27:00,,,,,,,6e-05,,,,,,,M8.5,8.571428571428573e-05,,,,,,,,,,,,14.0,0.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
396,,,,1991-04-22 07:07:00,,,,,,,5.9e-06,,,,,,,C8.4,8.428571428571429e-06,,,,,,,,,,,,-28.0,90.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
397,,,,1991-05-10 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
398,,,,1991-05-13 01:35:00,,,,,,,8.2e-05,,,,,,,X1.1,0.00011714285714285715,,,,,,,,,,,,-7.0,90.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
399,,,,1991-05-18 05:06:00,,,,,,,0.00028,,,,,,,X3.9,0.00039999999999999996,,,,,,,,,,,,32.0,85.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
400,,,,1991-05-22 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
401,,,,1991-09-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
402,,,,1991-11-15 22:38:00,,,,,,,0.00015,,,,,,,X2.1,0.00021428571428571427,,,,,,,,,,,,-14.0,19.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
403,,,,1991-11-17 03:46:00,,,,,,,1.5e-05,,,,,,,M2.1,2.142857142857143e-05,,,,,,,,,,,,-13.0,33.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
404,,,,1991-12-21 08:13:00,,,,,,,5.2e-06,,,,,,,C7.4,7.428571428571429e-06,,,,,,,,,,,,6.0,74.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
405,,,,1991-12-29 06:10:00,,,,,,,3.8e-06,,,,,,,C5.4,5.428571428571429e-06,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
406,,,,1991-12-30 10:21:00,,,,,,,4.6e-05,,,,,,,M6.5,6.571428571428571e-05,,,,,,,,,,,,-17.0,23.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
407,,,,1992-01-04 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
408,,,,1992-02-17 09:53:00,,,,,,,3.6e-06,,,,,,,C5.1,5.142857142857143e-06,,,,,,,,,,,,12.0,39.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
409,,,,1992-02-27 12:56:00,,,,,,,0.00033,,,,,,,X4.7,0.0004714285714285715,,,,,,,,,,,,6.0,2.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
410,,,,1992-03-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
411,,,,1992-03-16 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
412,,,,1992-05-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
413,,,,1992-05-24 05:33:00,,,,,,,1.1e-06,,,,,,,C1.5,1.5714285714285717e-06,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
414,,,,1992-08-03 06:29:00,,,,,,,4.8e-05,,,,,,,M6.8,6.857142857142858e-05,,,,,,,,,,,,-9.0,-68.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
415,,,,1992-11-23 20:23:00,,,,,,,4.4e-05,,,,,,,M6.2,6.285714285714286e-05,,,,,,,,,,,,-8.0,89.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
416,,,,1992-11-29 12:33:00,,,,,,,1.4e-05,,,,,,,M2.0,2e-05,,,,,,,,,,,,-16.0,1.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
417,,,,1993-05-14 22:53:00,,,,,,,4.4e-05,,,,,,,M6.2,6.285714285714286e-05,,,,,,,,,,,,19.0,48.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
418,,,,1993-09-25 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
419,,,,1994-09-16 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
420,,,,1994-10-25 15:53:00,,,,,,,4.7e-06,,,,,,,C6.7,6.714285714285714e-06,,,,,,,,,,,,-6.0,11.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
421,,,,1995-04-22 11:50:00,,,,,,,7.1e-05,,,,1995-04-22 11:37:00,1995-04-22 11:51:00,1995-04-22 11:59:00,X1.0,0.00010157143697142601,0.06453514099121094,22.0,14.0,199504221137,,,,,,,,0.0,90.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,IGR List
422,,,,1996-11-30 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
423,,,,1997-04-07 13:58:00,,,,,,,7e-06,,,,1997-04-07 13:50:00,1997-04-07 14:07:00,1997-04-07 14:19:00,C9.7,9.785714610188734e-06,0.01079377718269825,29.0,17.0,199704071350,,,,,,,,-28.0,-19.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,IGR List
424,,,,1997-05-12 04:54:00,,,,,,,1e-06,,,,,,,C1.4,1.4285714285714286e-06,,,,,,,,,,,,21.0,7.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
425,,,,1997-11-13 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
426,,,,1997-11-14 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
427,,,,1998-05-27 13:38:00,,,,,,,8e-06,,,,1998-05-27 13:09:00,1998-05-27 13:35:00,,M1.0,1.0814285815285984e-05,,,26.0,199805271309,,,,,,,,18.0,58.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,IGR List
428,,,,1998-06-04 02:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,1802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
429,,,,1998-06-16 18:19:00,,,,,,,1e-05,,,,1998-06-16 17:58:00,1998-06-16 18:40:00,1998-06-16 19:28:00,M1.4,1.4185713553160895e-05,0.04906448721885681,90.0,42.0,199806161758,,,,,,,,,115.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,IGR List
430,,,,1998-08-19 22:07:00,,,,,,,0.0004,,,,,,,X5.7,0.0005714285714285715,,,,,,,,,,,,32.0,-75.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
431,,,,1998-09-06 06:24:00,,,,,,,1e-06,,,,,,,C1.4,1.4285714285714286e-06,,,,,,,,,,,,,118.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
432,,,,1998-09-09 05:00:00,,,,,,,3e-05,,,,1998-09-09 04:50:00,1998-09-09 04:58:00,1998-09-09 05:05:00,M4.0,4.0857143176253885e-05,0.018992314115166664,15.0,8.0,199809090450,,,,,,,,,75.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,IGR List
433,,,,1998-10-18 21:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
