,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
10,23.0,ESPE,1998-11-14 05:08:00,1998-11-14 06:30:00,FL-PK,Farside,1998-11-14 05:00:00,1998-11-14 05:08:00,1998-11-14 05:15:00,C1.3,1.3e-06,0.001,15.0,8.0,1998-11-14 04:57:00,1998-11-14 05:08:00,,C1.9,1.928571464304696e-06,,,11.0,199811140457,,8375,,,,182.0,,28.0,127.0,EST,,,,,,,,,1998-11-14 05:06:00,1998-11-14 05:28:00,3.0,650.0,160.0,65.0,CUL,1998-11-14 05:10:00,1998-11-14 05:40:00,14000.0,2500.0,Complex  intense,1998-11-14 05:01:00,1998-11-14 05:36:00,3.0,35.0,,,,,,,,,,,,,,,,1998-11-14 06:30:00,1998-11-14 08:15:00,1998-11-14 12:45:00,314.0,,1998-11-14 12:45:00,314.0,1998-11-16 09:55:00,3.12,4.5,4.5,49.67,,,,,,,,,,,,,1998-11-14 07:55:00,1998-11-14 09:50:00,6.1,,,1998-11-14 16:45:00,2.78,1.92,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1211,Missing CME imagery. CDAW has TIIPossible AR 8858  
11,23.0,SPE,1999-01-20 20:04:00,1999-01-20 22:50:00,FL-PK,Farside/ESP,1999-01-20 19:06:00,1999-01-20 20:04:00,1999-01-20 21:00:00,M5.2,5.2e-05,0.25,114.0,58.0,1999-01-20 18:52:00,1999-01-20 20:04:00,1999-01-20 21:02:00,M7.5,7.542857201769948e-05,0.36714258790016174,130.0,72.0,199901201852,,,,,,171.0,,,,BEL,,,,,,230.0,33.0,,1999-01-20 19:14:00,1999-01-20 19:23:00,1.0,800.0,55.0,25.0,PAL,1999-01-20 19:18:00,1999-01-20 19:46:00,14000.0,2000.0,Spectacular F-H pair,1999-01-20 19:26:00,1999-01-20 19:44:00,2.0,18.0,,,,,,,,,,,,,,,,1999-01-20 22:50:00,1999-01-23 10:00:00,1999-01-22 04:05:00,5.6,RELAT,1999-01-23 11:35:00,14.1,1999-01-23 12:45:00,61.93,1.58,1.58,2.75,,,,,,,,,,,,,,,,,,,,,,,1999-01-20 19:06:00,1999-01-20 20:04:00,1999-01-20 21:00:00,M5.2,0,0.25,114.0,58.0,,,,,171.0,,,,RELAT,1999-01-20 19:14:00,1999-01-20 19:23:00,PAL,1.0,800.0,,,,47.93,1999-01-22 19:45:00,,1999-01-22 20:00:00,,-52,8.0,8.0,1221,Missing CME imagery. ESP component?   Event location ambiguous. PRF assigns 'old 8421' CL 171  but at the time of the flare that would have been E86 (AR 8446).  AR was plage when it rotated into view. Cane S  E95.  PRF 'behind NE limb'CDAW lists shock passage as related
12,23.0,SPE,1999-04-24 13:31:00,1999-04-24 15:30:00,CME,Farside,,,,,,,,,,,,,,,,,,,8517,,,,210.0,,22.0,130.0,EST,,,,,,,,,,,,,,,,1999-04-24 13:50:00,1999-04-25 00:00:00,3000.0,100.0,Backside event,,,,,1999-04-24 13:31:00,1495.0,Halo (OA),321.0,,,,,,,,,,0,,1999-04-24 15:30:00,1999-04-24 18:40:00,1999-04-25 00:55:00,32.0,,1999-04-25 00:55:00,32.0,1999-04-25 14:50:00,5.15,6.25,6.25,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1234,
13,23.0,SPE,1999-05-03 06:02:00,1999-05-04 03:00:00,FL-PK,ESP,1999-05-03 05:36:00,1999-05-03 06:02:00,1999-05-03 06:32:00,M4..4,4.4e-05,0.099,56.0,26.0,1999-05-03 05:30:00,1999-05-03 06:02:00,1999-05-03 06:32:00,M6.4,6.414285599021241e-05,0.14326149225234985,62.0,32.0,199905030530,2N,8525,290.0,Fso,B,290.0,35.0,15.0,-32.0,LEA,,,,,350.0,220.0,85.0,2.0,1999-05-03 05:50:00,1999-05-03 06:06:00,3.0,400.0,85.0,35.0,SVI,1999-05-03 05:50:00,1999-05-03 08:45:00,8000.0,200.0,Intermittent F-H pair,1999-05-03 06:06:00,1999-05-03 07:09:00,3.0,63.0,1999-05-03 06:06:00,1584.0,Halo (OA),88.0,,,,,,,,,,4,,1999-05-04 03:00:00,1999-05-05 18:20:00,1999-05-05 08:00:00,3.1,RELAT,1999-05-05 19:55:00,14.0,1999-05-06 05:50:00,60.3,1.58,1.58,11.5,,,,,,,,,,,,,,,,,,,,,,,1999-05-03 05:36:00,1999-05-03 06:02:00,1999-05-03 06:32:00,M4..4,2N,0.099,56.0,26.0,8525.0,290.0,Fso,B,290.0,35,15.0,-32.0,RELAT,1999-05-03 05:50:00,1999-05-03 06:06:00,SVI,3.0,400.0,1999-05-03 06:06:00,1584.0,,57.68,1999-05-05 14:57:00,,1999-05-05 15:43:00,,-7,8.0,8.0,1236,ESP
14,23.0,SPE,1999-06-01 19:37:00,1999-06-01 21:00:00,CME,Farside/Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,BWL,,,,,,,,,,,,,,,,1999-06-01 18:50:00,1999-06-02 09:00:00,14000.0,400.0,Complex F-H pair,,,,,1999-06-01 19:37:00,1772.0,Halo,359.0,,,,,,,,,,0,,1999-06-01 21:00:00,1999-06-02 02:45:00,1999-06-02 10:10:00,48.0,,1999-06-02 10:10:00,48.0,1999-06-03 14:10:00,7.13,7.42,7.42,35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1240,Possibly AR 8545  N37W150  Was large region  no flare observed.  SWPC table W100 but don't think it is a good candidate.
15,23.0,SPE,1999-06-04 07:03:00,1999-06-04 08:30:00,FL-PK,AR,1999-06-04 06:52:00,1999-06-04 07:03:00,1999-06-04 07:11:00,M3.9,3.9e-05,0.024,19.0,11.0,1999-06-04 06:49:00,1999-06-04 07:03:00,1999-06-04 07:11:00,M5.6,5.6285716709680855e-05,0.03546685725450516,22.0,14.0,199906040649,2B,8552,290.0,Cao,B,346.0,70.0,17.0,69.0,COM,,,,,660.0,360.0,1500.0,,1999-06-04 07:04:00,1999-06-04 07:10:00,2.0,800.0,90.0,30.0,CUL,1999-06-04 07:05:00,1999-06-05 01:00:00,14000.0,60.0,Complex F-H pair,1999-06-04 06:58:00,1999-06-04 07:28:00,3.0,30.0,1999-06-04 07:26:00,2230.0,150,287.0,,,,,,,,,,23,,1999-06-04 08:30:00,1999-06-04 09:25:00,1999-06-04 10:55:00,64.0,,1999-06-04 10:55:00,64.0,1999-06-05 05:15:00,2.37,1.5,1.5,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1240,
16,23.0,SPE,2000-02-18 09:54:00,2000-02-18 10:05:00,CME,Farside,,,,,,,,,,,,,,,,,,,8858,,,,196.0,,27.0,103.0,EST,,,,,,,,3.0,2000-02-18 09:19:00,2000-02-18 09:51:00,2.0,1400.0,85.0,35.0,SVI,2000-02-18 09:44:00,2000-02-18 09:54:00,2000.0,1200.0,CDAW,,,,,2000-02-18 09:54:00,890.0,118,303.0,,,,,,,,,,0,,2000-02-18 10:05:00,2000-02-18 11:15:00,2000-02-18 12:15:00,13.0,,2000-02-18 12:15:00,13.0,2000-02-18 14:05:00,1.35,1.0,1.0,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1277,
17,23.0,SPE,2000-04-04 15:41:00,2000-04-04 17:00:00,FL-PK,AR/FE,2000-04-04 15:12:00,2000-04-04 15:41:00,2000-04-04 16:05:00,C9.7,9.7e-06,0.023,53.0,29.0,2000-04-04 15:06:00,2000-04-04 15:41:00,2000-04-04 16:07:00,M1.3,1.3957143892184831e-05,0.035357143729925156,61.0,35.0,200004041506,2F,8933,240.0,Dso,B,267.0,67.0,16.0,66.0,HOL,,,,,240.0,490.0,180.0,1.0,2000-04-04 15:24:00,2000-04-04 15:31:00,3.0,,80.0,40.0,POTS,2000-04-04 15:45:00,2000-04-04 16:00:00,14000.0,9000.0,Intense F  weak H,2000-04-04 14:15:00,2000-04-04 16:19:00,3.0,124.0,2000-04-04 16:32:00,1188.0,Halo (OA),265.0,,,,,,,,,,51,,2000-04-04 17:00:00,2000-04-04 20:55:00,2000-04-05 09:30:00,55.0,,2000-04-05 09:30:00,55.0,2000-04-06 01:55:00,5.23,12.58,12.58,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1284,04/144 DSF N25W55 Followed by Fla 04/1511-1605 C9.7/2F N16W66 8350       1441   ////      1535  HOL  3   DSF  N25W55    24      B.9A      8933 8350 +     1511   1534      1724  HOL  3   FLA  N16W66    2F      DSF       8933 8350 +     1512   1541      1605  GO8  5   XRA  1-8A      C9.7    2.3E-02   8933
18,23.0,SPE,2000-06-06 15:25:00,2000-06-06 22:20:00,FL-PK,AR,2000-06-06 14:58:00,2000-06-06 15:25:00,2000-06-06 15:40:00,X2.3,0.00023,0.36,42.0,27.0,2000-06-06 14:58:00,2000-06-06 15:25:00,2000-06-06 15:40:00,X3.3,0.0003314285713713616,0.5207880139350891,42.0,27.0,200006061458,3B,9026,820.0,Ekc,BGD,74.0,26.7,20.0,-18.0,PRF,,,,,320.0,2300.0,2600.0,1.0,2000-06-06 15:28:00,2000-06-06 15:39:00,2.0,1303.0,119.0,25.0,HOL,2000-06-06 15:20:00,2000-06-08 09:00:00,14000.0,40.0,Intense  complex F w. intermittent H,2000-06-06 14:57:00,2000-06-06 21:21:00,3.0,384.0,2000-06-06 15:54:00,1119.0,Halo (BA),47.0,,,,,,,,,,29,,2000-06-06 22:20:00,2000-06-07 13:35:00,2000-06-08 09:40:00,84.0,,2000-06-08 09:40:00,84.0,2000-06-09 03:25:00,22.17,20.08,20.08,37.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1293,
19,23.0,ESPE,2000-06-10 17:02:00,2000-06-10 17:40:00,FL-PK,AR,2000-06-10 16:40:00,2000-06-10 17:02:00,2000-06-10 17:19:00,M5.2,5.2e-05,0.073,39.0,22.0,2000-06-10 16:32:00,2000-06-10 17:00:00,2000-06-10 17:19:00,M7.4,7.485714013455436e-05,0.10781314224004745,47.0,28.0,200006101632,3B,9026,400.0,Esi,BG,72.0,43.1,22.0,38.0,HOL,,,,,110.0,550.0,380.0,1.0,2000-06-10 16:55:00,2000-06-10 17:18:00,3.0,600.0,80.0,30.0,SAG,2000-06-10 17:15:00,2000-06-10 18:45:00,10000.0,1000.0,Single tone w. herringbone at end,,,,,2000-06-10 17:08:00,1108.0,Halo (OA),307.0,,,,,,,,,,6,,2000-06-10 17:40:00,2000-06-10 18:05:00,2000-06-10 20:45:00,46.0,,2000-06-10 20:45:00,46.0,2000-06-11 11:30:00,1.05,2.67,2.67,17.42,,,,,,,,,,,,,2000-06-10 17:50:00,2000-06-10 17:55:00,1.6,,,2000-06-10 18:30:00,0.8,0.08,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1293,
20,23.0,ESPE,2000-07-14 10:24:00,2000-07-14 10:35:00,FL-PK,AR,2000-07-14 10:03:00,2000-07-14 10:24:00,2000-07-14 10:43:00,X5.7,0.00057,0.75,40.0,21.0,2000-07-14 10:03:00,2000-07-14 10:24:00,2000-07-14 10:43:00,X8.2,0.0008214286062866449,1.0943734645843506,40.0,21.0,200007141003,3B,9077,730.0,Fkc,BGD,310.0,23.0,22.0,7.0,SVI,,,,,31000.0,2600.0,8900.0,,2000-07-14 10:20:00,2000-07-14 10:26:00,2.0,1600.0,85.0,35.0,SVI,2000-07-14 10:30:00,2000-07-15 14:30:00,14000.0,80.0,Extremely broadband  mostly harmonic,2000-07-14 10:26:00,2000-07-14 17:56:00,3.0,450.0,2000-07-14 10:54:00,1674.0,Halo (S),273.0,,,,,,,,,,30,,2000-07-14 10:35:00,2000-07-14 10:45:00,2000-07-15 12:30:00,24000.0,,2000-07-15 12:30:00,24000.0,2000-07-19 23:30:00,0.35,25.75,25.75,132.75,,2000-07-14 10:35:00,2000-07-14 10:40:00,2000-07-15 09:35:00,1670.0,,,2000-07-20 15:00:00,,,,,2000-07-14 10:40:00,2000-07-14 16:10:00,408.0,,,2000-07-16 04:00:00,0.27,5.5,41.33,GLE 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1298,
21,23.0,SPE,2000-07-22 11:34:00,2000-07-22 12:25:00,FL-PK,AR,2000-07-22 11:17:00,2000-07-22 11:34:00,2000-07-22 12:02:00,M3.7,3.7e-05,0.07,45.0,17.0,2000-07-22 11:06:00,2000-07-22 11:34:00,2000-07-22 12:03:00,M5.3,5.328571569407359e-05,0.10691314190626144,57.0,28.0,200007221106,2N,9085,190.0,Eao,B,256.0,57.1,14.0,56.0,SVI,,,,,140.0,70.0,43.0,,2000-07-22 11:25:00,2000-07-22 11:41:00,2.0,1000.0,85.0,35.0,SVI,2000-07-22 11:45:00,2000-07-22 12:45:00,14000.0,2000.0,Single narrowband tone,2000-07-22 11:37:00,2000-07-22 17:51:00,1.0,374.0,2000-07-22 11:54:00,1230.0,>229,275.0,,,,,,,,,,20,,2000-07-22 12:25:00,2000-07-22 13:20:00,2000-07-23 14:05:00,17.0,,2000-07-22 14:05:00,17.0,2000-07-23 23:10:00,1.77,24.75,0.75,33.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1299,
22,23.0,SPE,2000-07-27 19:54:00,2000-07-28 01:45:00,CME,Farside/ESP,,,,,,,,,,,,,,,,,,,9085,,,,253.0,,14.0,126.0,EST,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-27 19:54:00,905.0,Halo,296.0,,,,,,,,,,0,,2000-07-28 01:45:00,2000-07-28 05:20:00,2000-07-28 05:20:00,11.8,UNRELAT,2000-07-28 11:30:00,18.5,2000-07-28 13:10:00,9.43,0.0,6.17,7.83,,,,,,,,,,,,,,,,,,,,,,,2000-07-25 02:43:00,2000-07-25 02:49:00,2000-07-25 02:54:00,M8.0,2B,0.028,11.0,6.0,9097.0,540.0,Ekc,BG,169.0,8.5,6.0,6.0,UNREL,2000-07-25 02:49:00,2000-07-25 02:52:00,LEA,1.0,903.0,2000-07-25 03:30:00,528.0,,75.77,2000-07-28 05:43:00,,2000-07-28 06:35:00,41.0,-71,8.0,8.0,1300,SE+ESP.   Scored as a sub event starts off peaking at 12 pfu but without meeting SWPC 3 in a row  shock passes at 28/0635 and protons spike at 28/0655 21 pfu.  Using SWPC criterion (SWPC 3 in row)  28/1130 18.5 pfu after crossing threshold at 28/1050
23,23.0,SPE,2000-08-11 14:30:00,2000-08-11 14:30:00,Proton,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2000-08-11 14:30:00,2000-08-11 16:50:00,2000-08-11 16:55:00,17.0,UNRELAT,2000-08-11 16:55:00,17.0,2000-08-11 17:40:00,,0.08,0.08,0.83,,,,,,,,,,,,,,,,,,,,,,,2000-08-09 15:33:00,2000-08-09 15:48:00,2000-08-09 17:10:00,C2.3,SF,,97.0,,9114.0,160.0,Eai,BG,329.0,15.5,11.0,11.0,UNREL,,,,,,2000-08-09 16:30:00,360.0,,50.95,2000-08-11 18:19:00,-34.0,2000-08-11 18:45:00,,-235,8.0,8.0,1302,CME shock passage.  Rise from background  peak and return to B/G rapidly.  Just a spikeThis spike in >10 MeV protons is probably attributed to the shock passage at Earth from the CME on 09/1630 Halo 702 km/s arising from AR 9114 N14W11 C2.3 09/15:48 rather than CME particle acceleration in the corona. Left as unknown 
24,23.0,SPE,2000-09-12 12:13:00,2000-09-12 13:50:00,FL-PK,FE,2000-09-12 11:31:00,2000-09-12 12:13:00,2000-09-12 13:13:00,M1.0,1e-05,0.045,102.0,42.0,2000-09-12 11:20:00,2000-09-12 12:12:00,2000-09-12 13:20:00,M1.4,1.442857137590181e-05,0.06949543207883835,120.0,52.0,200009121120,2N,,,,,,19.2,-17.0,9.0,PRF,,-19.0,6.0,CDAW,,40.0,45.0,2.0,2000-09-12 11:43:00,2000-09-12 11:52:00,1.0,1029.0,48.0,25.0,SVI,2000-09-12 12:00:00,2000-09-13 12:20:00,14000.0,60.0,Intense  broadband,,,,,2000-09-12 11:54:00,1550.0,Halo (BA),220.0,,,,,,,,,,-19,,2000-09-12 13:50:00,2000-09-12 15:55:00,2000-09-13 03:40:00,321.0,,2000-09-13 03:40:00,321.0,2000-09-15 21:40:00,3.7,11.75,11.75,77.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1307,Hyder Flare - 23 degree filament eruption from south-central disk
25,23.0,SPE,2000-10-16 07:28:00,2000-10-16 08:10:00,FL-PK,Farside,2000-10-16 06:40:00,2000-10-16 07:28:00,2000-10-16 09:11:00,M2.5,2.5e-05,0.16,151.0,48.0,2000-10-16 06:42:00,2000-10-16 07:35:00,2000-10-16 09:03:00,M3.7,3.7000001611886546e-05,0.22488942742347717,141.0,53.0,200010160642,,9182,,,,257.0,,4.0,107.0,EST,,,,,,30.0,,1.0,2000-10-16 07:05:00,2000-10-16 07:18:00,2.0,807.0,60.0,20.0,CUL,2000-10-16 07:10:00,2000-10-16 08:00:00,14000.0,1000.0,Complex F-H bands w. different drift rates,2000-10-16 06:47:00,2000-10-17 00:00:00,1.0,1033.0,2000-10-16 07:27:00,1336.0,Halo (OA),270.0,,,,,,,,,,-1,,2000-10-16 08:10:00,2000-10-16 11:25:00,2000-10-16 18:40:00,15.0,,2000-10-16 18:40:00,15.1,2000-10-17 02:10:00,3.95,7.25,7.25,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1312,Interesting! AR 9182 crossed the equator 2Oct00 S02. 4Oct00 N01 PRF 1311
26,23.0,SPE,2000-10-25 11:25:00,2000-10-25 13:35:00,FL-PK,Farside,2000-10-25 08:45:00,2000-10-25 11:25:00,2000-10-25 15:21:00,C4.0,4e-06,0.065,396.0,160.0,2000-10-25 08:45:00,2000-10-25 11:25:00,2000-10-25 15:21:00,C5.7,5.7142857142857145e-06,0.09285714285714286,396.0,160.0,,,,,,,,,,,BWL,,,,,,,,,,,,,,,,2000-10-25 09:30:00,2000-10-26 00:00:00,10000.0,1000.0,Strong F-H pair,,,,,2000-10-25 08:26:00,770.0,Halo (OA),275.0,,,,,,,,,,-179,,2000-10-25 13:35:00,2000-10-26 00:40:00,2000-10-26 03:40:00,15.0,,2000-10-26 03:40:00,15.0,2000-10-26 10:00:00,13.25,3.0,3.0,9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1313,Cane has S--W120
27,23.0,ESPE,2000-11-08 23:28:00,2000-11-08 23:35:00,FL-PK,AR,2000-11-08 22:42:00,2000-11-08 23:28:00,2000-11-09 00:05:00,M7.4,7.4e-05,0.21,83.0,46.0,2000-11-08 22:40:00,2000-11-08 23:28:00,2000-11-09 00:05:00,X1.0,0.00010685715096769854,0.3035460114479065,85.0,48.0,200011082240,3F,9213,120.0,Cao,B,272.0,77.2,10.0,77.0,HOL,,,,,40.0,710.0,240.0,2.0,,,,,,,,2000-11-08 23:20:00,2000-11-09 12:00:00,4000.0,200.0,Intense w. many bright spots on smooth bkgnd,2000-11-08 22:51:00,2000-11-08 23:30:00,1.0,39.0,2000-11-08 23:06:00,1738.0,>170,299.0,,,,,,,,,,-22,,2000-11-08 23:35:00,2000-11-08 23:50:00,2000-11-09 15:55:00,14800.0,,2000-11-09 15:55:00,14800.0,2000-11-13 07:45:00,0.37,16.08,16.08,103.92,,,,,,,,,,,,,2000-11-08 23:55:00,2000-11-09 03:50:00,347.0,,,2000-11-11 02:40:00,0.45,3.92,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-11-10 06:04:00,-12.0,2000-11-10 06:29:00,67.0,-96,8.0,8.0,1315,
28,23.0,ESPE,2000-11-24 15:13:00,2000-11-24 15:15:00,FL-PK,AR,2000-11-24 14:51:00,2000-11-24 15:13:00,2000-11-24 15:21:00,X2.3,0.00023,0.16,30.0,22.0,2000-11-24 14:47:00,2000-11-24 15:13:00,2000-11-24 15:21:00,X3.3,0.00033999999868683517,0.23323886096477509,34.0,26.0,200011241447,3B,9236,390.0,Eko,B,352.0,23.0,22.0,7.0,HOL,,,,,690.0,1400.0,7300.0,,2000-11-24 15:12:00,2000-11-24 15:23:00,3.0,800.0,80.0,30.0,SAG,2000-11-24 15:25:00,2000-11-24 22:00:00,14000.0,200.0,Intense F-H at start,,,,,2000-11-24 15:30:00,1245.0,Halo (BA),324.0,,,,,,,,,,17,,2000-11-24 15:15:00,2000-11-24 15:20:00,2000-11-24 21:20:00,94.0,,2000-11-24 21:20:00,94.0,2000-11-25 15:00:00,0.12,6.0,6.0,23.67,NE,,,,,,,,,,,,2000-11-24 17:20:00,2000-11-24 17:50:00,1.2,,,2000-11-24 18:20:00,2.12,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1317,ESP
29,23.0,ESPE,2000-11-25 01:31:00,2000-11-25 15:00:00,FL-PK,AR,2000-11-25 00:59:00,2000-11-25 01:31:00,2000-11-25 02:01:00,M8.2,8.2e-05,0.21,62.0,32.0,2000-11-25 00:50:00,2000-11-25 01:31:00,2000-11-25 02:02:00,X1.1,0.00011828571587102488,0.3087008595466614,72.0,41.0,200011250050,2N,9240,180.0,Cao,B,298.0,50.4,7.0,-50.0,LEA,,,,,880.0,11000.0,2800.0,,2000-11-25 01:07:00,2000-11-25 01:16:00,3.0,770.0,147.0,25.0,PAL,2000-11-25 01:25:00,2000-11-25 02:25:00,14000.0,3000.0,Intermittent intensifications,2000-11-25 01:07:00,2000-11-25 10:31:00,0.0,564.0,2000-11-25 01:31:00,2519.0,Halo (OA),82.0,,,,,,,,,,0,,2000-11-25 15:00:00,2000-11-25 15:00:00,2000-11-26 17:15:00,592.0,UNRELAT,2000-11-26 20:30:00,942.0,2000-11-29 02:00:00,13.48,26.25,29.5,83.0,,,,,,,,,,,,,2000-11-26 16:40:00,2000-11-26 17:10:00,1.4,,,2000-11-26 20:40:00,39.15,0.5,4.0,,,,,,,,,,,,,,,,,,UNREL,,,,,,,,,,2000-11-26 11:24:00,,2000-11-26 11:58:00,29.0,-80,8.0,8.0,1317,This is the choice of Cane et al 2010  Kahler 2005 and others.Ambiguous event.  CDAW has more or less several CME passages.  8 M or greater flares over 3 days  many with radio.  Spatial effects at play with intensities rising and falling by a factor of ~1.7.
30,23.0,SPE,2001-01-28 16:00:00,2001-01-28 17:15:00,FL-PK,AR,2001-01-28 15:40:00,2001-01-28 16:00:00,2001-01-28 16:24:00,M1.5,1.5e-05,0.03,44.0,20.0,2001-01-28 15:19:00,2001-01-28 15:59:00,2001-01-28 16:27:00,M2.2,2.271428456879221e-05,0.04899514466524124,68.0,40.0,200101281519,1N,9313,120.0,Dai,BG,273.0,59.1,-4.0,59.0,RAM,,,,,690.0,130.0,39.0,,,,,,,,,2001-01-28 15:45:00,2001-01-28 17:00:00,14000.0,200.0,Complex and fast,,,,,2001-01-28 15:54:00,916.0,Halo,254.0,,,,,,,,,,-6,,2001-01-28 17:15:00,2001-01-28 20:25:00,2001-01-29 06:55:00,49.0,,2001-01-29 06:55:00,48.9,2001-01-30 00:35:00,4.42,10.5,10.5,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1327,
