Solar Event Date (UT),SEP Event Onset Date (UT), Solar Event-B (deg),I(B),Solar Event-Earth (deg),I(Earth),Solar Event-A (deg),I(A),GOES X-Ray,Radio TyIII_Imp,Radio TyII Imp,CME dA (deg),CME V (km/s),Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Event Source Longitude,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,SEP Reference Start,SEP Reference End,Case,Comments
2023-02-01 07:00:00,2023-02-01 12:00:00,,,133,0.0005,146,,,1,0,360,1042,,,,,,,,,,,,,,133,2023-02-01 07:54:09,1042,360,Halo,323,2023-02-01 07:54:00,1077,49,26,133,2023-02-01 10:32:00,LE,SWPC_CAT,2023-02-01T07:54:00-CME-001,2023-02-01 12:00:00,2023-02-02 12:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-02-11 11:00:00,2023-02-11 15:00:00,,,-18,0.0003,-5,0.0002,M1.0,1,2,360,1498,2023-02-11 11:00:00,1.00E-05,M1.0,2023-02-11 10:42:00,2023-02-11 10:58:00,,M1.0,1.06E-05,,,16,202302000000,16,-18,2023-02-11 11:12:05,1498,360,Halo,16,2023-02-11 11:12:00,1888,34,30,-15,2023-02-11 12:58:00,SH,SWPC_CAT,2023-02-11T11:12:00-CME-001,2023-02-11 15:00:00,2023-02-12 15:00:00,,
2023-02-12 16:00:00,2023-02-12 19:00:00,,,144,0.0005,157,,,1,0,35,559,,,,,,,,,,,,,,144,2023-02-12 17:00:05,559,35,217,222,2023-02-12 17:12:00,697,16,-32,144,2023-02-12 22:21:00,LE,SWPC_CAT,2023-02-12T17:12:00-CME-001,2023-02-12 19:00:00,2023-02-13 19:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-02-16 10:00:00,2023-02-16 10:00:00,,,44,0.0003,57,,C9.0,1,0,149,1549,2023-02-16 10:00:00,9.00E-06,C9.0,2023-02-16 10:16:00,2023-02-16 10:59:00,2023-02-16 11:40:00,C9.0,9.02E-06,0.032212991,84,43,202302000000,16,44,2023-02-16 10:48:05,1549,149,282,291,2023-02-16 10:48:00,1577,36,26,56,2023-02-16 13:01:00,LE,SWPC_CAT,2023-02-16T10:48:00-CME-001,2023-02-16 10:00:00,2023-02-17 10:00:00,,
2023-02-17 20:00:00,2023-02-17 21:00:00,,,-64,0.002,-51,0.005,X2.2,1,2,360,1315,2023-02-17 20:00:00,0.00022,X2.2,2023-02-17 19:38:00,2023-02-17 20:16:00,2023-02-17 20:49:00,X2.2,0.000227548,0.50599879,71,38,202302000000,16,-64,2023-02-17 20:12:06,1315,360,Halo,41,2023-02-17 20:23:00,1487,45,4,-20,2023-02-17 22:08:00,SH,,2023-02-17T20:23:00-CME-001,2023-02-17 21:00:00,2023-02-18 21:00:00,,
2023-03-03 18:00:00,2023-03-03 18:00:00,,,80,0.0003,93,,X2.1,1,1,360,709,2023-03-03 18:00:00,0.00021,X2.1,2023-03-03 17:39:00,2023-03-03 17:52:00,2023-03-03 18:00:00,X2.0,0.000206683,0.102606378,21,13,202303000000,16,80,2023-03-03 18:12:06,709,360,Halo,270,2023-03-03 18:12:00,700,36,-2,65,2023-03-03 23:20:00,LE,SWPC_CAT,2023-03-03T18:12:00-CME-001,2023-03-03 18:00:00,2023-03-04 18:00:00,,
2023-03-06 03:00:00,2023-03-06 03:00:00,,,65,0.0002,77,,M5.8,1,0,360,873,2023-03-06 03:00:00,5.80E-05,M5.8,2023-03-06 02:08:00,2023-03-06 02:28:00,2023-03-06 02:34:00,M5.8,5.80E-05,0.043761872,26,20,202303000000,16,65,2023-03-06 03:12:10,873,360,Halo,276,2023-03-06 03:12:00,970,35,-7,65,2023-03-06 06:27:00,LE,SWPC_CAT,2023-03-06T03:12:00-CME-001,2023-03-06 03:00:00,2023-03-07 03:00:00,,
2023-03-09 12:00:00,2023-03-09 14:00:00,,,160,0.0009,172,0.0006,,1,0,360,1030,,,,,,,,,,,,,,160,2023-03-09 12:48:07,1030,360,Halo,310,2023-03-09 13:25:00,1382,52,17,160,2023-03-09 15:48:00,LE,SWPC_CAT,2023-03-09T13:25:00-CME-001,2023-03-09 14:00:00,2023-03-10 14:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-03-30 07:00:00,2023-03-30 07:00:00,,,81,0.004,93,0.001,M5.4,1,0,224,487,2023-03-30 07:00:00,5.40E-05,M5.4,2023-03-30 07:24:00,2023-03-30 07:37:00,2023-03-30 07:42:00,M5.4,5.41E-05,0.026315836,18,13,202303000000,16,81,2023-03-30 07:48:05,487,224,249,244,2023-03-30 08:00:00,520,45,-12,78,2023-03-30 14:37:00,SH,SWPC_CAT,2023-03-30T08:00:00-CME-001,2023-03-30 07:00:00,2023-03-31 07:00:00,,
2023-03-31 14:00:00,2023-03-31 15:00:00,,,85,0.0006,96,,C1.6,1,0,221,755,2023-03-31 14:00:00,1.60E-06,C1.6,2023-03-31 14:18:00,2023-03-31 14:46:00,2023-03-31 15:09:00,C1.6,1.64E-06,0.004163165,51,28,202303000000,16,85,2023-03-31 14:57:20,755,221,326,316,2023-03-31 14:57:00,819,45,35,119,2023-03-31 19:02:00,COR,SWPC_CAT,2023-03-31T14:57:00-CME-001,2023-03-31 15:00:00,2023-04-01 15:00:00,,
2023-05-06 00:00:00,2023-05-06 00:00:00,,,102,0.001,111,,,1,0,139,655,,,,,,,,,,,,,,102,2023-05-06 00:36:05,655,139,231,254,2023-05-06 01:25:00,574,42,-28,102,2023-05-06 06:40:00,LE,SWPC_CAT,2023-05-06T01:25:00-CME-001,2023-05-06 00:00:00,2023-05-07 00:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-06-01 00:00:00,2023-06-01 02:00:00,,,80,0.0002,87,0.0002,C9.2,1,0,165,1565,2023-06-01 00:00:00,9.20E-06,C9.2,2023-06-01 00:20:00,2023-06-01 00:41:00,2023-06-01 00:55:00,C9.1,9.17E-06,0.013147678,35,21,202306000000,16,80,2023-06-01 00:36:06,1565,165,308,312,2023-06-01 00:36:00,1662,38,54,80,2023-06-01 02:44:00,LE,SWPC_CAT,2023-06-01T00:36:00-CME-001,2023-06-01 02:00:00,2023-06-02 02:00:00,,
2023-06-20 16:00:00,2023-06-21 00:00:00,,,-73,0.0002,-68,0.0006,X1.1,1,1,360,1113,2023-06-20 16:00:00,0.00011,X1.1,2023-06-20 16:42:00,2023-06-20 17:09:00,2023-06-20 17:25:00,X1.0,0.000109314,0.142168999,43,27,202306000000,16,-73,2023-06-20 17:12:05,1113,360,Halo,115,2023-06-20 17:24:00,872,43,-14,-70,2023-06-20 21:25:00,LE,SWPC_CAT,2023-06-20T17:24:00-CME-001,2023-06-21 00:00:00,2023-06-22 00:00:00,,
2023-06-28 02:00:00,2023-06-28 06:00:00,,,89,0.0001,93,,C3.3,1,,77,207,2023-06-28 02:00:00,3.30E-06,C3.3,2023-06-28 02:14:00,2023-06-28 02:23:00,2023-06-28 02:32:00,C3.3,3.37E-06,0.002825829,18,9,202306000000,16,89,2023-06-28 02:48:05,207,77,303,300,2023-06-28 03:12:00,273,22,23,107,2023-06-28 15:56:00,LE,SWPC_CAT,2023-06-28T03:12:00-CME-001,2023-06-28 06:00:00,2023-06-29 06:00:00,,
2023-07-03 21:00:00,2023-07-03 21:00:00,,,-34,0.0001,-30,,C8.9,1,,140,208,2023-07-03 21:00:00,8.90E-06,C8.9,2023-07-03 21:02:00,2023-07-03 21:12:00,2023-07-03 21:21:00,C8.9,8.93E-06,0.008949653,19,10,202307000000,16,-34,2023-07-03 21:24:06,208,140,94,122,2023-07-03 22:00:00,268,37,10,-32,2023-07-04 10:58:00,LE,SWPC_CAT,2023-07-03T22:00:00-CME-001,2023-07-03 21:00:00,2023-07-04 21:00:00,,
2023-07-10 12:00:00,2023-07-10 13:00:00,,,95,0.01,98,0.01,C2.5,0,,360,945,2023-07-10 12:00:00,2.50E-06,C2.5,2023-07-10 12:00:00,,,C2.5,2.50E-06,,,,,16,95,2023-07-10 12:00:05,945,360,Halo,288,2023-07-10 12:00:00,663,45,-10,95,2023-07-10 17:22:00,LE,SWPC_CAT,2023-07-10T12:00:00-CME-001,2023-07-10 13:00:00,2023-07-11 13:00:00,,Location inferred from the CME propagation direction in the DONKI database. Flare is an estimate from the Solar Orbiter STIX flare list.
2023-07-13 06:00:00,2023-07-13 09:00:00,,,-179,0.001,-177,0.002,X1.0,1,,360,663,2023-07-13 06:00:00,0.0001,X1.0,2023-07-13 06:00:00,,,X1.0,0.0001,,,,,,-179,2023-07-13 07:12:05,663,360,Halo,328,2023-07-13 07:00:00,1287,45,-3,-179,2023-07-13 09:37:00,LE,SWPC_CAT,2023-07-13T07:00:00-CME-001,2023-07-13 09:00:00,2023-07-14 09:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2023-08-17 02:00:00,2023-08-17 03:00:00,,,86,0.001,86,0.004,C3.6,1,,239,623,2023-08-17 02:00:00,3.60E-06,C3.6,2023-08-17 02:20:00,2023-08-17 02:46:00,2023-08-17 03:31:00,C3.6,3.63E-06,0.01190331,71,26,202308000000,16,86,2023-08-17 02:48:05,623,239,234,268,2023-08-17 02:48:00,859,43,-26,105,2023-08-17 06:50:00,LE,SWPC_CAT,2023-08-17T02:48:00-CME-001,2023-08-17 03:00:00,2023-08-18 03:00:00,,
2023-08-18 19:00:00,2023-08-18 19:00:00,,,41,0.0003,41,,C3.7,1,,85,456,2023-08-18 19:00:00,3.70E-06,C3.7,2023-08-18 19:09:00,2023-08-18 19:30:00,2023-08-18 19:48:00,C3.7,3.73E-06,0.006162431,39,21,202308000000,16,41,2023-08-18 19:48:05,456,85,310,295,2023-08-18 19:48:00,505,31,21,41,2023-08-19 02:25:00,LE,SWPC_CAT,2023-08-18T19:48:00-CME-001,2023-08-18 19:00:00,2023-08-19 19:00:00,,
2023-09-05 14:00:00,2023-09-05 18:00:00,,,126,0.005,124,0.005,,1,,360,1539,,,,,,,,,,,,,,126,2023-09-05 14:00:05,1539,360,Halo,309,2023-09-05 14:00:00,1053,49,33,126,2023-09-05 17:32:00,LE,SWPC_CAT,2023-09-05T14:00:00-CME-001,2023-09-05 18:00:00,2023-09-06 18:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-09-11 22:00:00,2023-09-12 14:00:00,,,-170,0.001,-173,,,1,,360,1060,,,,,,,,,,,,,,-170,2023-09-11 22:36:05,1060,360,Halo,30,2023-09-11 23:12:00,1716,46,10,-170,2023-09-12 00:29:00,SH,SWPC_CAT,2023-09-11T23:12:00-CME-001,2023-09-12 14:00:00,2023-09-13 14:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-09-14 07:00:00,2023-09-14 08:00:00,,,45,0.004,42,0.006,M1.4,1,,360,804,2023-09-14 07:00:00,1.40E-05,M1.4,2023-09-14 06:40:00,2023-09-14 07:45:00,2023-09-14 08:38:00,M1.4,1.44E-05,0.064652078,118,65,202309000000,16,45,2023-09-14 07:24:05,804,360,Halo,303,2023-09-14 07:24:00,915,33,17,40,2023-09-14 11:21:00,LE,SWPC_CAT,2023-09-14T07:24:00-CME-001,2023-09-14 08:00:00,2023-09-15 08:00:00,,
2023-09-17 12:00:00,2023-09-17 21:00:00,,,90,0.004,87,0.004,,0,,214,590,,,,,,,,,,,,,,90,2023-09-17 12:12:05,590,214,183,208,,,,,,,,,,2023-09-17 21:00:00,2023-09-18 21:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-09-22 07:00:00,2023-09-22 16:00:00,,,2,0.0004,-1,,,1,,86,729,,,,,,,,,,,,,,2,2023-09-22 07:36:06,729,86,349,348,2023-09-22 07:36:00,1508,21,28,4,2023-09-22 09:29:00,LE,SWPC_CAT,2023-09-22T07:36:00-CME-001,2023-09-22 16:00:00,2023-09-23 16:00:00,,GOES X-Ray: ?
2023-10-03 12:00:00,2023-10-04 00:00:00,,,-130,0.0002,-134,,C3.0,1,,256,509,2023-10-03 12:00:00,3.00E-06,C3.0,2023-10-03 12:00:00,,,C3.0,3.00E-06,,,,,,-130,2023-10-03 12:36:05,509,256,83,70,2023-10-03 12:48:00,632,42,9,-130,2023-10-03 18:12:00,LE,SWPC_CAT,2023-10-03T12:48:00-CME-001,2023-10-04 00:00:00,2023-10-05 00:00:00,,Flare is an estimate from the Solar Orbiter STIX flare list.
2023-10-10 10:00:00,2023-10-11 12:00:00,,,-125,0.0001,-130,,,1,,360,1102,,,,,,,,,,,,,,-125,2023-10-10 10:24:06,1102,360,Halo,87,2023-10-10 10:24:00,1197,50,9,-125,2023-10-10 13:32:00,LE,SWPC_CAT,2023-10-10T10:24:00-CME-001,2023-10-11 12:00:00,2023-10-12 12:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2023-10-19 01:00:00,2023-10-19 09:00:00,,,71,0.001,66,0.001,C1.5,1,,227,636,2023-10-19 01:00:00,1.50E-06,C1.5,2023-10-19 01:45:00,2023-10-19 01:52:00,2023-10-19 01:58:00,C1.5,1.54E-06,0.000998794,13,7,202310000000,16,71,2023-10-19 01:37:01,636,227,326,305,2023-10-19 01:48:00,663,45,37,94,2023-10-19 07:51:00,COR,SWPC_CAT,2023-10-19T01:48:00-CME-001,2023-10-19 09:00:00,2023-10-20 09:00:00,,CME may be associated with an over-the-limb flare seen as a little increase in X-rays prior to the C1.5 flare.
2023-10-26 23:00:00,2023-10-27 12:00:00,,,-90,0.0006,-95,0.0006,M1.4,1,,360,1238,2023-10-26 23:00:00,1.40E-05,M1.4,2023-10-26 22:47:00,2023-10-26 23:24:00,2023-10-27 00:19:00,M1.4,1.42E-05,0.053084891,92,37,202310000000,16,-90,2023-10-26 23:14:06,1238,360,Halo,75,2023-10-26 23:14:00,1024,52,39,-90,2023-10-27 02:42:00,LE,SWPC_CAT,2023-10-26T23:14:00-CME-001,2023-10-27 12:00:00,2023-10-28 12:00:00,,
2023-11-02 19:00:00,2023-11-02 20:00:00,,,-85,0.0004,-91,,M1.0,1,,62,626,2023-11-02 19:00:00,1.00E-05,M1.0,2023-11-02 19:08:00,2023-11-02 19:21:00,2023-11-02 19:27:00,M1.0,1.04E-05,0.006746199,19,13,202311000000,16,-85,2023-11-02 19:36:05,626,62,90,91,2023-11-02 19:48:00,611,17,7,-85,2023-11-03 01:14:00,LE,SWPC_CAT,2023-11-02T19:48:00-CME-001,2023-11-02 20:00:00,2023-11-03 06:00:00,,
2023-11-03 05:00:00,2023-11-03 06:00:00,,,32,0.005,26,0.006,C3.3,1,,226,693,2023-11-03 05:00:00,3.30E-06,C3.3,2023-11-03 05:00:00,,,C3.3,3.30E-06,,,,,,32,2023-11-03 05:24:06,693,226,350,360,2023-11-03 05:48:00,874,45,21,-3,2023-11-03 09:17:00,LE,SWPC_CAT,2023-11-03T05:48:00-CME-001,2023-11-03 06:00:00,2023-11-04 06:00:00,,
2023-11-09 11:00:00,2023-11-09 15:00:00,,,4,0.05,-2,0.03,C2.6,1,,360,573,2023-11-09 11:00:00,2.60E-06,C2.6,2023-11-09 10:53:00,2023-11-09 11:18:00,2023-11-09 12:00:00,C2.6,2.62E-06,0.008511654,67,25,202311000000,16,4,2023-11-09 11:48:05,573,360,Halo,315,2023-11-09 12:23:00,782,45,14,10,2023-11-09 16:01:00,LE,SWPC_CAT,2023-11-09T12:23:00-CME-001,2023-11-09 15:00:00,2023-11-10 15:00:00,,
2023-11-23 06:00:00,2023-11-24 00:00:00,,,-90,0.0001,-96,,,1,,134,990,,,,,,,,,,,,,,-90,2023-11-23 06:00:05,990,134,85,80,2023-11-23 06:00:00,984,27,9,-90,2023-11-23 09:48:00,LE,SWPC_CAT,2023-11-23T06:00:00-CME-001,2023-11-24 00:00:00,2023-11-25 00:00:00,,Solar Event-Earth (deg): -90D?; Solar Event-A (deg): -96D?; GOES X-Ray: ?; CME dA (deg): 134?; CME V (km/s): 990?; Location inferred from the CME propagation direction in the DONKI database.
2023-12-22 04:00:00,2023-12-22 08:00:00,,,71,0.0003,64,,C7.8,1,,27,570,2023-12-22 04:00:00,7.80E-06,C7.8,2023-12-22 04:46:00,2023-12-22 04:57:00,2023-12-22 05:01:00,C7.8,7.83E-06,0.005069224,15,11,202312000000,16,71,2023-12-22 05:12:08,570,27,268,271,2023-12-22 05:12:00,564,24,0,71,2023-12-22 10:48:00,LE,SWPC_CAT,2023-12-22T05:12:00-CME-001,2023-12-22 08:00:00,2023-12-23 08:00:00,,
2023-12-24 20:00:00,2023-12-25 03:00:00,,,-115,0.001,-122,0.002,M1.1,1,,141,384,2023-12-24 20:00:00,1.10E-05,M1.1,2023-12-24 19:21:00,2023-12-24 19:51:00,2023-12-24 20:15:00,M1.1,1.13E-05,0.025407864,54,30,202312000000,16,-115,2023-12-24 20:00:05,384,141,114,117,2023-12-24 20:00:00,409,42,-20,-115,2023-12-25 04:20:00,LE,SWPC_CAT,2023-12-24T20:00:00-CME-001,2023-12-25 03:00:00,2023-12-26 03:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2024-01-14 12:00:00,2024-01-14 14:00:00,,,105,0.003,98,0.004,C9.6,1,,215,883,2024-01-14 12:00:00,9.60E-06,C9.6,2024-01-14 11:30:00,2024-01-14 12:06:00,2024-01-14 12:25:00,C9.6,9.65E-06,0.022155078,55,36,202401000000,16,105,2024-01-14 12:00:05,883,215,244,232,2024-01-14 12:00:00,948,37,-23,105,2024-01-14 15:52:00,LE,SWPC_CAT,2024-01-14T12:00:00-CME-001,2024-01-14 14:00:00,2024-01-15 14:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2015-02-28 21:00:00,,,,-162,,23,0.004,,1,,360,999,,,,,,,,,,,,,,-162,2015-02-28 21:36:05,999,360,Halo,78,2015-02-28 21:48:00,1267,43,3,-170,2015-02-28 23:49:00,,,2015-02-28T21:48:00-CME-001,,,,Location inferred from the CME propagation direction in the DONKI database.
